sample_id,timestamp_iso,phase_name,action_name,action_value,extra_info,semantic_move_m0,semantic_move_m1,semantic_move_m2,semantic_move_m3,raw_move_m0,raw_move_m1,raw_move_m2,raw_move_m3,spool_pos_m0,spool_pos_m1,spool_pos_m2,spool_pos_m3,tracking_ok,tracking_reason,base_x,base_y,tip_x,tip_y,base_x_img,base_y_img,tip_x_img,tip_y_img,num_path_points,num_resampled_points,points_json,points_image_json
11,2026-04-10T18:16:11.202299,sweep,bend_right,80,{},80,-32,80,-32,80,32,-80,32,10539,3107,22690,15243,1,,0.0,0.0,-6.5,-366.0,631.5,295.0,625.0,661.0,364,20,"[[0.0, 0.0], [-1.0, -17.62933349609375], [-2.5, -37.2288818359375], [-3.5, -56.941192626953125], [-6.5, -76.16510009765625], [-7.5, -95.87234497070312], [-6.17822265625, -115.49539184570312], [-6.96136474609375, -135.22946166992188], [-7.7115478515625, -154.96194458007812], [-7.7342529296875, -174.72048950195312], [-8.0, -194.48281860351562], [-8.5, -214.233154296875], [-8.5, -234.00634765625], [-9.0, -253.72625732421875], [-9.07135009765625, -273.49951171875], [-10.43792724609375, -293.131103515625], [-12.97698974609375, -312.6783447265625], [-10.8179931640625, -330.45220947265625], [-8.65899658203125, -348.22613525390625], [-6.5, -366.0]]","[[631.5, 295.0], [630.5, 312.62932824713477], [629.0000152587891, 332.2288748351697], [628.0, 351.9411805495448], [625.0, 371.165086619912], [624.0000152587891, 390.8723399612599], [625.3217477659098, 410.4953938075923], [624.5386604167478, 430.22945112976777], [623.7884390900754, 449.9619431302757], [623.7657567284161, 469.72049411524836], [623.5, 489.48281423139167], [623.0000152587891, 509.2331468745306], [623.0000152587891, 529.0063706308864], [622.5000152587891, 548.7262420870564], [622.428654211086, 568.4994892259181], [621.0620633632702, 588.1310863970784], [618.5229809156203, 607.6783260815698], [620.6819872770802, 625.4522173877133], [622.8409936385401, 643.2261086938566], [625.0, 661.0]]"
12,2026-04-10T18:16:11.746393,sweep,bend_right,40,{},40,-16,40,-16,40,16,-40,16,10579,3091,22730,15227,1,,0.0,0.0,-7.5,-366.0,631.5,295.0,624.0,661.0,365,20,"[[0.0, 0.0], [-0.5, -17.876556396484375], [-2.0, -37.5242919921875], [-3.5, -57.14202880859375], [-6.5, -76.34423828125], [-7.0, -96.07290649414062], [-7.2996826171875, -115.8045654296875], [-7.03240966796875, -135.54656982421875], [-6.5, -155.27914428710938], [-7.21319580078125, -174.98516845703125], [-8.5, -194.3544921875], [-8.5, -214.10604858398438], [-9.5, -233.8067626953125], [-9.0, -253.51513671875], [-9.5, -273.25390625], [-11.0, -292.87164306640625], [-12.50592041015625, -312.54150390625], [-10.8372802734375, -330.36102294921875], [-9.16864013671875, -348.18048095703125], [-7.5, -366.0]]","[[631.5, 295.0], [631.0000152587891, 312.87656737117527], [629.5000152587891, 332.5242982508798], [628.0, 352.14202310230104], [625.0, 371.34424550568673], [624.5, 391.07289448219143], [624.2003342556134, 410.8045515436613], [624.46761230437, 430.5465584232428], [625.0, 450.2791474421849], [624.2867799685159, 469.98517154098323], [623.0000152587891, 489.3545015683934], [623.0000152587891, 509.1060416577677], [622.0, 528.8067803116754], [622.5000152587891, 548.5151210997344], [622.0, 568.2539209170263], [620.5000152587891, 587.8716521943311], [618.994087802059, 607.5414934633906], [620.6627252013727, 625.3609956422604], [622.3313626006864, 643.1804978211302], [624.0, 661.0]]"
13,2026-04-10T18:16:12.709694,reset,reset_release,120,{},-63,-48,-63,-48,-63,48,63,48,10516,3043,22667,15179,1,,0.0,0.0,-8.0,-366.0,631.0,295.0,623.0,661.0,365,20,"[[0.0, 0.0], [-0.5, -19.250335693359375], [-2.0, -39.674713134765625], [-3.0, -60.187042236328125], [-5.98699951171875, -80.181884765625], [-6.9285888671875, -100.66690063476562], [-7.0, -121.23764038085938], [-0.76971435546875, -139.23025512695312], [-5.47174072265625, -157.10693359375], [-7.44305419921875, -176.79678344726562], [3.5, -191.54537963867188], [-5.9969482421875, -206.78073120117188], [-7.657470703125, -226.20489501953125], [-8.16058349609375, -246.7513427734375], [-9.5, -267.16998291015625], [-10.5, -287.66217041015625], [-12.64178466796875, -307.9847412109375], [-11.09454345703125, -327.32318115234375], [-9.5472412109375, -346.66156005859375], [-8.0, -366.0]]","[[631.0, 295.0], [630.5, 314.2503330080354], [629.0000152587891, 334.67470539770875], [628.0, 355.1870279431706], [625.0129905682019, 375.1818735051647], [624.0714416503906, 395.6669068877641], [624.0000152587891, 416.23763840577135], [630.2302748021352, 434.23025954334616], [625.528281936603, 452.1069457262068], [623.5569244685098, 471.7967966613109], [634.5000152587891, 486.5453837468887], [625.0030813002667, 501.78073917397995], [623.3425120999707, 521.2048978885541], [622.8394021058508, 541.7513472354283], [621.5, 562.1699845190599], [620.5000152587891, 582.6621588656537], [618.3582214540147, 602.9847465904065], [619.9054809693432, 622.3231643936044], [621.4527404846716, 641.6615821968021], [623.0, 661.0]]"
14,2026-04-10T18:16:13.608361,reset,reset_release,60,{},-24,-24,-24,-24,-24,24,24,24,10492,3019,22643,15155,1,,0.0,0.0,-8.5,-366.0,631.5,295.0,623.0,661.0,366,20,"[[0.0, 0.0], [-1.0, -19.333465576171875], [-2.0, -39.640350341796875], [-3.5, -59.8994140625], [-6.0, -79.8829345703125], [-7.5, -100.09213256835938], [-7.5380859375, -120.46636962890625], [-6.5, -140.77191162109375], [-8.0, -161.0009765625], [-8.7384033203125, -181.33743286132812], [3.0, -194.94143676757812], [-8.0, -209.14883422851562], [-7.9644775390625, -229.5025634765625], [-8.0, -249.864013671875], [-10.0, -269.97662353515625], [-11.0, -290.28857421875], [-12.82183837890625, -310.50616455078125], [-11.3812255859375, -329.00408935546875], [-9.94061279296875, -347.5020751953125], [-8.5, -366.0]]","[[631.5, 295.0], [630.5, 314.3334564026529], [629.5000152587891, 334.64035739332], [628.0, 354.89941684456926], [625.5, 374.8829490304707], [624.0000152587891, 395.0921471442944], [623.961900488491, 415.4663769309442], [625.0, 435.7719184530611], [623.5, 456.0009751527523], [622.761619075556, 476.3374347926429], [634.5000152587891, 489.9414414354617], [623.5, 504.14883637415346], [623.5355280688885, 524.5025918558684], [623.5, 544.8640055767391], [621.5, 564.9766278812783], [620.5000152587891, 585.2885855609068], [618.6781410159617, 605.5061632937269], [620.1187606773078, 624.0041088624846], [621.5593803386539, 642.5020544312423], [623.0, 661.0]]"
15,2026-04-10T18:16:14.204234,sweep,bend_left,40,{},-16,55,-16,55,-16,-55,16,-55,10476,3074,22627,15210,1,,0.0,0.0,-23.5,-366.0,631.5,295.0,608.0,661.0,365,20,"[[0.0, 0.0], [-1.0, -18.806671142578125], [-2.5, -38.272369384765625], [-3.5, -57.84588623046875], [-6.5, -76.92593383789062], [-7.82818603515625, -96.40536499023438], [-7.71429443359375, -116.0205078125], [-7.3114013671875, -135.64059448242188], [-7.0, -155.26394653320312], [-7.3489990234375, -174.885986328125], [-8.0, -194.4669189453125], [-7.5, -214.08355712890625], [-8.5, -233.66717529296875], [-8.0, -253.273681640625], [-8.5, -272.89031982421875], [-10.0, -292.3758544921875], [-11.84637451171875, -311.84906005859375], [-15.73089599609375, -329.89935302734375], [-19.615478515625, -347.94970703125], [-23.5, -366.0]]","[[631.5, 295.0], [630.5, 313.80668397622514], [629.0000152587891, 333.27238139484984], [628.0, 352.8458930027783], [625.0, 371.92594827773763], [623.6718226911175, 391.405377458894], [623.7857208251953, 411.0204952757631], [624.1886232388576, 430.6405923054413], [624.5, 450.2639543932769], [624.1510124371521, 469.8859749879939], [623.5, 489.466917502645], [624.0000152587891, 509.0835501915106], [623.0000152587891, 528.6671784060696], [623.5, 548.2736613413745], [623.0000152587891, 567.8902962046925], [621.5, 587.3758523016895], [619.6536493555093, 606.8490570043468], [615.7690995703394, 624.8993713362313], [611.8845497851697, 642.9496856681156], [608.0, 661.0]]"
16,2026-04-10T18:16:14.828040,sweep,bend_left,80,{},-32,80,-32,80,-32,-80,32,-80,10444,3154,22595,15290,1,,0.0,0.0,6.5,-366.0,631.5,295.0,638.0,661.0,365,20,"[[0.0, 0.0], [-0.5, -18.8074951171875], [-2.5, -38.2525634765625], [-3.5, -57.842926025390625], [-6.0, -77.09982299804688], [-7.459228515625, -96.57095336914062], [-7.2283935546875, -116.19775390625], [-7.53204345703125, -135.77566528320312], [-6.73785400390625, -155.33035278320312], [-6.7882080078125, -174.96478271484375], [-7.0, -194.60330200195312], [-6.0, -214.18356323242188], [-7.0, -233.77392578125], [-6.470947265625, -253.40643310546875], [-6.50201416015625, -273.0281982421875], [-7.7581787109375, -292.614501953125], [-8.81597900390625, -312.21185302734375], [-3.71063232421875, -330.1412353515625], [1.3946533203125, -348.07061767578125], [6.5, -366.0]]","[[631.5, 295.0], [631.0000152587891, 313.8074934304394], [629.0000152587891, 333.2525528528479], [628.0, 352.8429327321792], [625.5, 372.0998347447564], [624.0407959814623, 391.5709475413622], [624.2715956447721, 411.197758561038], [623.9679544871291, 430.77567456403483], [624.7621201949083, 450.33034833543036], [624.7117636848491, 469.9647820658547], [624.5, 489.6032885432784], [625.5, 509.1835572026543], [624.5, 528.7739402940917], [625.0290281834782, 548.4064069712509], [624.9979851830121, 568.0282082986791], [623.7418284819051, 587.6145115594666], [622.6840274962209, 607.211875027523], [627.7893516641473, 625.1412500183487], [632.8946758320736, 643.0706250091744], [638.0, 661.0]]"
17,2026-04-10T18:16:15.506113,sweep,bend_left,120,{},-48,120,-48,120,-48,-120,48,-120,10396,3274,22547,15410,1,,0.0,0.0,6.0,-366.0,631.0,295.0,637.0,661.0,364,20,"[[0.0, 0.0], [1.41375732421875, -10.86700439453125], [-1.57220458984375, -30.337066650390625], [-2.9285888671875, -50.191436767578125], [-4.617919921875, -69.91268920898438], [-6.5, -89.63095092773438], [-5.5, -109.50802612304688], [-5.5, -129.45111083984375], [-6.0, -149.35604858398438], [-6.0, -169.29910278320312], [-4.85504150390625, -188.98544311523438], [-4.507080078125, -208.900634765625], [-4.987548828125, -228.82611083984375], [-5.0, -248.76361083984375], [-5.5, -268.6888427734375], [-4.0, -288.4930419921875], [-4.5, -308.41827392578125], [-1.0, -327.6121826171875], [2.5, -346.80609130859375], [6.0, -366.0]]","[[631.0, 295.0], [632.4137685717162, 305.8670172412517], [629.4277821019466, 325.33707434967477], [628.0714263916016, 345.1914479044842], [626.3820917720954, 364.9126960546839], [624.5, 384.6309472449621], [625.5, 404.5080164373444], [625.5, 424.4510967527923], [625.0, 444.3560366463618], [625.0, 464.2991169618097], [626.1449467289908, 483.98544874694096], [626.4929189109332, 503.90064809803937], [626.0124374546352, 523.826083950657], [626.0000152587891, 543.7636248675542], [625.5, 563.6888696718678], [627.0, 583.4930406290689], [626.5000152587891, 603.4182876078349], [630.0000101725261, 622.6121917385567], [633.500005086263, 641.8060958692784], [637.0, 661.0]]"
18,2026-04-10T18:16:16.155113,sweep,bend_left,80,{},-32,80,-32,80,-32,-80,32,-80,10364,3354,22515,15490,1,,0.0,0.0,10.5,-365.0,631.5,295.0,642.0,660.0,363,20,"[[0.0, 0.0], [0.063720703125, -12.851409912109375], [-2.7625732421875, -32.225433349609375], [-3.5, -51.924957275390625], [-5.8951416015625, -71.26589965820312], [-6.5, -90.97811889648438], [-6.0, -110.69781494140625], [-5.5, -130.41748046875], [-5.0, -150.13714599609375], [-5.5, -169.85684204101562], [-4.5, -189.52841186523438], [-4.0, -209.24807739257812], [-2.4869384765625, -228.8172607421875], [-2.03302001953125, -248.53765869140625], [-2.0, -268.06695556640625], [-2.0, -287.77899169921875], [-2.0, -307.51654052734375], [2.16668701171875, -326.67767333984375], [6.33331298828125, -345.8388671875], [10.5, -365.0]]","[[631.5, 295.0], [631.5636987673238, 307.85140590254105], [628.7374273993025, 327.22543135568975], [628.0, 346.92497140223304], [625.6048778960632, 366.2659107341245], [625.0, 385.9781307706014], [625.5, 405.6978048126013], [626.0000152587891, 425.4174777673751], [626.5000152587891, 445.13715289625384], [626.0000152587891, 464.8568269382539], [627.0, 484.52839959276383], [627.5000152587891, 504.2480725475376], [629.0130665155973, 523.8172768284164], [629.4669922108537, 543.5376632195063], [629.5000152587891, 563.0669819080064], [629.5000152587891, 582.7790120042023], [629.5000152587891, 602.5165204701104], [633.6666768391927, 621.677680313407], [637.8333384195964, 640.8388401567036], [642.0, 660.0]]"
19,2026-04-10T18:16:16.779377,sweep,bend_left,40,{},-16,40,-16,40,-16,-40,16,-40,10348,3394,22499,15530,1,,0.0,0.0,15.5,-365.0,630.5,295.0,646.0,660.0,363,20,"[[0.0, 0.0], [0.0, -17.711669921875], [-0.5, -37.345428466796875], [-2.0, -56.86810302734375], [-3.5, -76.36077880859375], [-6.0, -95.59860229492188], [-5.5, -115.23236083984375], [-3.8763427734375, -134.73062133789062], [-3.383056640625, -154.36276245117188], [-3.92999267578125, -173.979736328125], [-3.0, -193.49215698242188], [-3.0, -213.138671875], [-2.5, -232.77239990234375], [-1.4744873046875, -252.3570556640625], [-0.4327392578125, -271.941162109375], [-0.5, -291.5645751953125], [-0.4285888671875, -311.213623046875], [4.8809814453125, -329.14239501953125], [10.19049072265625, -347.07122802734375], [15.5, -365.0]]","[[630.5, 295.0], [630.5, 312.711665091279], [630.0000152587891, 332.34541553876926], [628.5, 351.86809261341585], [627.0, 371.3607658657637], [624.5, 390.59861368128895], [625.0, 410.23236304155307], [626.6236276110942, 429.73062574677806], [627.1169570714985, 449.36276465760994], [626.5699940181794, 468.9797325305279], [627.5000152587891, 488.49217070693066], [627.5000152587891, 508.1386581644756], [628.0, 527.7724086119662], [629.025524937383, 547.3570701188239], [630.0672386507854, 566.9411562097575], [630.0000152587891, 586.5645662675552], [630.0714416503906, 606.2136024322016], [635.3809611002605, 624.1424016214678], [640.6904805501301, 642.0712008107339], [646.0, 660.0]]"
20,2026-04-10T18:16:17.277379,trim,trim_pull,12,"{""motor_index"": 1}",0,12,0,0,0,-12,0,0,10348,3406,22499,15530,1,,0.0,0.0,-9.5,-366.0,631.5,295.0,622.0,661.0,364,20,"[[0.0, 0.0], [-1.0, -18.490081787109375], [-2.0, -37.911956787109375], [-3.5, -57.285980224609375], [-6.0, -76.3465576171875], [-7.0, -95.78350830078125], [-6.0, -115.220458984375], [-6.0, -134.72341918945312], [-5.5, -154.20855712890625], [-4.904052734375, -173.67169189453125], [-4.0, -193.0596923828125], [-3.5, -212.54483032226562], [-2.0, -231.89886474609375], [-2.5, -251.37384033203125], [-1.5, -270.810791015625], [-1.5, -290.278076171875], [-1.4443359375, -309.779052734375], [-4.12957763671875, -328.51934814453125], [-6.81475830078125, -347.25970458984375], [-9.5, -366.0]]","[[631.5, 295.0], [630.5, 313.4900887434818], [629.5000152587891, 332.9119424497991], [628.0, 352.28599105683986], [625.5, 371.3465659638327], [624.5, 390.7835144087647], [625.5, 410.22046178295597], [625.5, 429.72342028021285], [626.0000152587891, 449.20854326633537], [626.5959662421699, 468.67167738163306], [627.5000152587891, 488.0597004490576], [628.0, 507.5448256096326], [629.5000152587891, 526.8988720038867], [629.0000152587891, 546.373840904029], [630.0000152587891, 565.8107893489612], [630.0000152587891, 585.2780811728543], [630.0556603416233, 604.7790549345481], [627.3704402277488, 623.5193699563654], [624.6852201138744, 642.2596849781827], [622.0, 661.0]]"
21,2026-04-10T18:16:17.900682,trim,trim_pull,28,"{""motor_index"": 0}",43,0,0,0,43,0,0,0,10391,3406,22499,15530,1,,0.0,0.0,12.5,-366.0,631.5,295.0,644.0,661.0,363,20,"[[0.0, 0.0], [-1.0, -18.539581298828125], [-1.5, -38.185394287109375], [-3.5, -57.632904052734375], [-5.5, -76.9920654296875], [-6.5, -96.56951904296875], [-5.8421630859375, -116.20968627929688], [-5.5, -135.86114501953125], [-5.24884033203125, -155.51580810546875], [-4.833740234375, -175.163818359375], [-3.5, -194.70529174804688], [-4.0, -214.35110473632812], [-3.5, -233.99688720703125], [-3.152099609375, -253.62347412109375], [-1.2764892578125, -273.129150390625], [-1.4285888671875, -292.75750732421875], [-1.086181640625, -312.396728515625], [3.44256591796875, -330.2645263671875], [7.97125244140625, -348.13226318359375], [12.5, -366.0]]","[[631.5, 295.0], [630.5, 313.5395823763095], [630.0000152587891, 333.18538572945937], [628.0, 352.63291845621694], [626.0000152587891, 371.99205674443266], [625.0, 391.56952659922104], [625.6578308540824, 411.2096993918275], [626.0000152587891, 430.8611300438423], [626.2511446961739, 450.5158092286324], [626.666271315313, 470.1638104155026], [628.0, 489.7053011543567], [627.5000152587891, 509.3511045075067], [628.0, 528.9969078606567], [628.3478915441214, 548.6234990199043], [630.2235348224091, 568.1291557618888], [630.0714416503906, 587.757493367841], [630.4138404085174, 607.3967576386029], [634.942560272345, 625.264505092402], [639.4712801361725, 643.132252546201], [644.0, 661.0]]"
22,2026-04-10T18:16:18.496605,trim,trim_pull,28,"{""motor_index"": 1}",0,28,0,0,0,-28,0,0,10391,3434,22499,15530,1,,0.0,0.0,-7.0,-366.0,631.0,295.0,624.0,661.0,365,20,"[[0.0, 0.0], [0.52325439453125, -13.558258056640625], [-0.5, -33.379791259765625], [-3.0, -52.899169921875], [-5.0, -72.50387573242188], [-6.5, -92.23977661132812], [-6.0, -112.10675048828125], [-5.0, -131.92556762695312], [-4.5, -151.79254150390625], [-4.6942138671875, -171.64031982421875], [-3.0, -191.4176025390625], [-3.5, -211.28457641601562], [-2.5, -231.0882568359375], [-2.5, -250.962890625], [-1.0, -270.69879150390625], [-1.45965576171875, -290.5643310546875], [-0.4013671875, -310.38104248046875], [-2.60089111328125, -328.92071533203125], [-4.80047607421875, -347.4603271484375], [-7.0, -366.0]]","[[631.0, 295.0], [631.5232544359744, 308.5582453207046], [630.5, 328.37979086209083], [628.0, 347.8991748923282], [626.0000152587891, 367.5038824292588], [624.5, 387.2397825215388], [625.0, 407.10676133212195], [626.0000152587891, 426.9255623563215], [626.5000152587891, 446.79254116690487], [626.3057659202964, 466.6403199479321], [628.0, 486.4175954265761], [627.5000152587891, 506.2845753243856], [628.5, 526.0882815934851], [628.5, 545.9629043496398], [630.0000152587891, 565.6988054811284], [629.5403244965696, 585.5643465514179], [630.5986600365429, 605.381069035437], [628.3991066910287, 623.9207126902913], [626.1995533455143, 642.4603563451457], [624.0, 661.0]]"
23,2026-04-10T18:16:19.452341,reset,reset_release,120,{},-63,-63,-48,-63,-63,63,48,63,10328,3371,22451,15467,1,,0.0,0.0,-3.0,-365.0,631.0,295.0,628.0,660.0,362,20,"[[0.0, 0.0], [0.39727783203125, -17.561431884765625], [-1.5, -36.894073486328125], [-2.5, -56.38043212890625], [-5.0, -75.51910400390625], [-5.5, -95.05368041992188], [-5.5, -114.60604858398438], [-4.989990234375, -134.1402587890625], [-4.0, -153.62701416015625], [-3.4005126953125, -173.13088989257812], [-2.0, -192.56494140625], [-1.5, -212.09951782226562], [0.5, -231.40625], [1.62628173828125, -250.8836669921875], [1.51123046875, -270.1568603515625], [3.0, -289.62579345703125], [3.522705078125, -309.15875244140625], [1.34844970703125, -327.77252197265625], [-0.82574462890625, -346.38623046875], [-3.0, -365.0]]","[[631.0, 295.0], [631.3972478992669, 312.5614266879629], [629.5000152587891, 331.8940606663524], [628.5, 351.3804439459111], [626.0000152587891, 370.5191076590115], [625.5, 390.05366763772753], [625.5, 409.60606312757807], [626.0100339360696, 429.140265762499], [627.0, 448.62700963104646], [627.5994734590723, 468.1308809893024], [629.0000152587891, 487.5649434024198], [629.5000152587891, 507.09950446836217], [631.5, 526.4062702517409], [632.626264970555, 545.883680562885], [632.511219982834, 565.1568374188395], [634.0, 584.6257892522718], [634.5226913863061, 604.15873773691], [632.348460924204, 622.7724918246067], [630.1742304621021, 641.3862459123034], [628.0, 660.0]]"
24,2026-04-10T18:16:20.376922,reset,reset_release,60,{},-24,-24,-24,-24,-24,24,24,24,10304,3347,22427,15443,1,,0.0,0.0,-1.5,-367.0,631.5,295.0,630.0,662.0,364,20,"[[0.0, 0.0], [-0.5, -18.328765869140625], [-2.0, -37.79718017578125], [-3.5, -57.255584716796875], [-6.0, -76.4384765625], [-6.0, -96.01577758789062], [-5.5, -115.57528686523438], [-4.9903564453125, -135.13442993164062], [-2.26361083984375, -154.3092041015625], [-2.46209716796875, -173.82305908203125], [-1.5, -193.27499389648438], [-1.0, -212.83450317382812], [-1.0, -232.41180419921875], [1.05267333984375, -251.7366943359375], [2.737548828125, -271.16259765625], [4.0, -290.67047119140625], [4.16015625, -310.2420654296875], [2.2734375, -329.161376953125], [0.38671875, -348.0806884765625], [-1.5, -367.0]]","[[631.5, 295.0], [631.0000152587891, 313.32875416698477], [629.5000152587891, 332.7971704456606], [628.0, 352.25558397958054], [625.5, 371.43847024815267], [625.5, 391.01579097555026], [626.0000152587891, 410.5752761918134], [626.5096163975034, 430.1344200441737], [629.2363957293422, 449.30921395389333], [629.0379328517386, 468.8230458326901], [630.0000152587891, 488.27500448908984], [630.5, 507.83449187980557], [630.5, 527.4118126072032], [632.552644821102, 546.7366789824309], [634.2375253930564, 566.1626216790589], [635.5, 585.6704494885685], [635.6601421344473, 605.2420583044513], [633.7734280896316, 624.1613722029675], [631.8867140448158, 643.0806861014837], [630.0, 662.0]]"
25,2026-04-10T18:16:20.943973,sweep,bend_right,40,{},55,-16,55,-16,55,16,-55,16,10359,3331,22482,15427,1,,0.0,0.0,-5.0,-366.0,631.0,295.0,626.0,661.0,365,20,"[[0.0, 0.0], [-0.41973876953125, -16.43798828125], [-2.0, -35.974945068359375], [-3.0, -55.62579345703125], [-5.5, -74.90362548828125], [-6.5, -94.4637451171875], [-5.5, -114.09942626953125], [-5.890625, -133.765380859375], [-4.5, -153.31582641601562], [-4.28570556640625, -172.999755859375], [-4.0, -192.63534545898438], [-2.5, -212.17800903320312], [-2.5, -231.864501953125], [-2.0, -251.5382080078125], [-0.40899658203125, -271.136962890625], [0.0, -290.74859619140625], [0.0313720703125, -310.4390869140625], [-1.645751953125, -328.95941162109375], [-3.3228759765625, -347.47967529296875], [-5.0, -366.0]]","[[631.0, 295.0], [630.5802858965671, 311.4379815725886], [629.0000152587891, 330.97494172266056], [628.0, 350.62578649646474], [625.5, 369.90362299636666], [624.5, 389.4637412316731], [625.5, 409.099415955079], [625.1093486623788, 428.7653822426206], [626.5000152587891, 448.3158143652662], [626.7142761931385, 467.9997446258335], [627.0, 487.6353404947504], [628.5, 507.1780051282132], [628.5, 526.8644812701349], [629.0000152587891, 546.5382182275496], [630.5910055660017, 566.1369515887087], [631.0000152587891, 585.7486196976733], [631.031376699814, 605.4390735738124], [629.3542511332093, 623.9593823825417], [627.6771255666047, 642.4796911912708], [626.0, 661.0]]"
26,2026-04-10T18:16:21.548387,sweep,bend_right,80,{},80,-32,80,-32,80,32,-80,32,10439,3299,22562,15395,1,,0.0,0.0,10.0,-366.0,631.0,295.0,641.0,661.0,365,20,"[[0.0, 0.0], [0.29071044921875, -13.482666015625], [-1.625, -33.24945068359375], [-3.0, -53.038330078125], [-5.5, -72.57672119140625], [-6.5, -92.39736938476562], [-6.0, -112.3316650390625], [-6.0, -132.28375244140625], [-6.48443603515625, -152.21749877929688], [-5.57940673828125, -172.11141967773438], [-6.0, -192.04855346679688], [-5.0, -211.93463134765625], [-4.5, -231.8587646484375], [-4.0, -251.79302978515625], [-4.5, -271.65655517578125], [-5.0, -291.5806884765625], [-5.75042724609375, -311.50604248046875], [-0.50030517578125, -329.67071533203125], [4.7498779296875, -347.8353271484375], [10.0, -366.0]]","[[631.0, 295.0], [631.2906837356311, 308.48265691330744], [629.3749800508272, 328.24945366609984], [628.0, 348.038334852516], [625.5, 367.5767161011731], [624.5, 387.39737504041636], [625.0, 407.331653788994], [625.0, 427.28376696147996], [624.5155346419165, 447.2174916241494], [625.4205994101408, 467.1114285530909], [625.0, 487.0485398859786], [626.0000152587891, 506.93464084817276], [626.5000152587891, 526.8587676687373], [627.0, 546.7930475045414], [626.5000152587891, 566.6565622422993], [626.0000152587891, 586.5806879921231], [625.249561488804, 606.506032529318], [630.4997076592027, 624.6706883528786], [635.7498538296013, 642.8353441764393], [641.0, 661.0]]"
27,2026-04-10T18:16:22.319140,sweep,bend_right,120,{},120,-48,120,-48,120,48,-120,48,10559,3251,22682,15347,1,,0.0,0.0,-7.5,-367.0,631.5,295.0,624.0,662.0,364,20,"[[0.0, 0.0], [-0.5, -17.298248291015625], [-2.0, -36.96173095703125], [-4.0, -56.56756591796875], [-6.5, -75.97525024414062], [-7.5, -95.68148803710938], [-7.67626953125, -115.46759033203125], [-7.83978271484375, -135.24273681640625], [-7.49835205078125, -155.02294921875], [-7.41302490234375, -174.78286743164062], [-8.0, -194.5543212890625], [-8.0, -214.34161376953125], [-9.0, -234.037841796875], [-9.5, -253.78192138671875], [-10.0, -273.5565185546875], [-11.0, -293.28289794921875], [-12.99560546875, -312.9383544921875], [-11.16375732421875, -330.95892333984375], [-9.33184814453125, -348.97943115234375], [-7.5, -367.0]]","[[631.5, 295.0], [631.0000152587891, 312.29824325846954], [629.5000152587891, 331.9617381475032], [627.5000152587891, 351.56757209614864], [625.0, 370.9752458902069], [624.0000152587891, 390.681485960848], [623.8237482419103, 410.4675999184292], [623.6602059998897, 430.2427388183659], [624.0016552868859, 450.02296109407354], [624.0869515135516, 469.78285528901495], [623.5, 489.554320506791], [623.5, 509.34162681828093], [622.5000152587891, 529.0378245068492], [622.0, 548.7819336914763], [621.5, 568.5565008181102], [620.5000152587891, 588.2828934035535], [618.5044028057825, 607.938372003468], [620.3362685371883, 625.9589146689787], [622.1681342685941, 643.9794573344893], [624.0, 662.0]]"
28,2026-04-10T18:16:22.945515,sweep,bend_right,80,{},80,-32,80,-32,80,32,-80,32,10639,3219,22762,15315,1,,0.0,0.0,-6.5,-371.0,631.5,295.0,625.0,666.0,366,20,"[[0.0, 0.0], [-0.68975830078125, -15.218780517578125], [-3.0, -34.879638671875], [-4.0, -54.7529296875], [-7.0, -74.12356567382812], [-8.0, -93.99688720703125], [-8.0, -113.93618774414062], [-8.0, -133.87548828125], [-8.0, -153.8148193359375], [-8.142822265625, -173.7490234375], [-7.5, -193.36074829101562], [-7.5, -213.300048828125], [-8.0, -233.22149658203125], [-7.0, -253.0948486328125], [-9.0, -272.78851318359375], [-10.61248779296875, -292.57489013671875], [-12.4842529296875, -312.39007568359375], [-10.489501953125, -331.92669677734375], [-8.4947509765625, -351.46337890625], [-6.5, -371.0]]","[[631.5, 295.0], [630.8102635767918, 310.2187814177852], [628.5, 329.8796287979245], [627.5000152587891, 349.7529300969532], [624.5, 369.1235799013017], [623.5, 388.9968790423634], [623.5, 408.93618930649075], [623.5, 428.8754995706181], [623.5, 448.81480983474546], [623.3571472167969, 468.7490248598208], [624.0000152587891, 488.36073564307947], [624.0000152587891, 508.3000459072068], [623.5, 528.2215206601999], [624.5, 548.0948208720024], [622.5000152587891, 567.7885024688667], [620.8875114774856, 587.5748873769498], [619.0157203711694, 607.3900608582612], [621.0104802474463, 626.9267072388409], [623.0052401237231, 646.4633536194204], [625.0, 666.0]]"
